state,anchor_id,existing_ccss_id,verdict,confidence,recommended_ccss_id,rationale
AK,6.RP.3.c,6.RP.A.3.c,confirmed,99.0,6.RP.A.3.c,"Perfect lesson overlap (1.0, all 5 lessons shared) combined with near-identical standard text and top embedding similarity score makes this an unambiguous match. No other candidate comes close in any metric."
KY,4.NBT.2.b,4.NBT.A.2,confirmed,95.0,4.NBT.A.2,"The lesson overlap between the state standard and 4.NBT.A.2 is 1.0 (all 6 lessons shared), which is the strongest possible signal and clearly dominates over the other candidates which show 0 shared lessons. Additionally, the state standard text is a direct subset of the 4.NBT.A.2 CCSS text, describing exactly the same comparison skill for multi-digit numbers."
WV,6.16,6.EE.B.5,,,,Unparseable response: The state standard text is an exact word-for-word match with 6.EE.B.5. The top-5 candidates show 6.EE.B.5 at rank 1 with the highest embedding similarity (0.924605) and a lesson overlap of 1.0 (all 4 
AK,6.EE.1,6.EE.A.1,confirmed,99.0,6.EE.A.1,"The tag has perfect lesson overlap (1.0, all 5 lessons shared) and the state standard text is identical to the CCSS standard text, with the highest embedding similarity score (0.873) among all candidates. All evidence strongly supports this alignment."
RI,4.NF.B.3.a,4.NF.B.3.a,confirmed,99.0,4.NF.B.3.a,"Perfect lesson overlap (1.0, all 12 lessons shared) and the state standard text is nearly identical to the CCSS text, with the only difference being RI's added parenthetical clarification. Both signals strongly confirm this tag."
NY,K.CC.3,K.CC.A.3,confirmed,92.0,K.CC.A.3,"The state standard text is essentially identical to K.CC.A.3, and the top-5 candidates show K.CC.A.3 with a strong 66.67% lesson overlap for the broader NY standard context and the highest embedding similarity (0.863). The zero lesson overlap for this specific state entry appears to be a data artifact (0 lessons assigned to this particular state standard entry), while the CCSS standard itself has 18 lessons and shares 12 with another NY entry for the same standard — confirming this is the correct match."
CO,4.MD.C.7,4.MD.C.7,confirmed,99.0,4.MD.C.7,"The lesson overlap is perfect (1.0, all 4 lessons shared), the text of the state standard is virtually identical to 4.MD.C.7, and it ranks first among all candidates with the highest embedding similarity (0.893). All evidence strongly supports this tag."
AR,8.GM.11,8.G.A.4,confirmed,99.0,8.G.A.4,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text is nearly identical to 8.G.A.4, covering the same concept of describing sequences of transformations including dilations to exhibit similarity between two-dimensional figures. No other candidate comes close in either lesson overlap or semantic similarity."
ID,K.MD.B.3,K.MD.B.3,confirmed,99.0,K.MD.B.3,"The lesson overlap is perfect (1.0), with all 8 lessons shared between the state standard and K.MD.B.3, and the state standard text is nearly identical to the CCSS text. This is unambiguous alignment."
WY,7.G.E.2,7.G.A.2,confirmed,99.0,7.G.A.2,"The lesson overlap is perfect (1.0, with all 9 lessons shared), and the state standard text is nearly identical to 7.G.A.2's text. No other candidate comes close in either lesson overlap or semantic similarity."
WI,5.G.B.4,5.G.B.4,confirmed,95.0,5.G.B.4,"The tag 5.G.B.4 is an exact text match to the state standard and ranks #1 in similarity (0.859). Although the specific state standard being evaluated shows 0 lesson overlap (0 lessons on the state side), the top-5 candidate row for 5.G.B.4 shows 100% lesson overlap (8/8 shared), indicating the alignment is strongly supported by curriculum content."
WV,5.22.c,5.MD.C.5.c,,,,"Unparseable response: Looking at this evidence:

1. **Text similarity**: The state standard text for WV 5.22.c is nearly identical to 5.MD.C.5.c - it's essentially word-for-word the same content about recognizing volume as"
IA,2.MD.B.6,2.MD.B.6,confirmed,99.0,2.MD.B.6,"The tag has a perfect lesson overlap of 1.0 (all 6 lessons shared), ranks #1 among candidates, and the standard text is nearly identical word-for-word with an embedding similarity of 0.916, leaving no doubt this is the correct alignment."
ID,2.OA.A.1,2.OA.A.1,confirmed,99.0,2.OA.A.1,"The lesson overlap is perfect (1.0, with all 13 lessons shared), and the state standard text is nearly identical to the CCSS 2.OA.A.1 text. The embedding similarity is also the highest among all candidates at 0.85."
IA,5.MD.A.1,5.MD.A.1,confirmed,99.0,5.MD.A.1,"The state standard text is nearly identical to CCSS 5.MD.A.1, and the lesson overlap is perfect (1.0) with all 7 lessons shared, making this an unambiguous match."
AZ,2.MD.B.5,2.MD.B.5,confirmed,99.0,2.MD.B.5,"The tag has perfect lesson overlap (1.0, all 5 lessons shared) and the highest embedding similarity (0.812) among all candidates. The state standard text is essentially identical to the CCSS 2.MD.B.5 text, and no other candidate comes close on any metric."
WY,3.NF.F.3A,3.NF.A.3.a,confirmed,99.0,3.NF.A.3.a,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the state standard text is nearly identical to 3.NF.A.3.a's text, with the highest embedding similarity score among all candidates. Both signals strongly confirm this tag."
AL,1.OA.7,1.OA.D.7,confirmed,99.0,1.OA.D.7,"The lesson overlap is perfect (1.0, with all 9 lessons shared), and the state standard text is nearly identical to 1.OA.D.7 in content and intent. No other candidate comes close in either lesson overlap or semantic similarity."
MO,5.NBT.A.2,5.NBT.A.3.b,likely_correct,68.0,5.NBT.A.3.b,"5.NBT.A.3.b has the strongest lesson overlap (0.5, with 1 of 2 state lessons shared) and ranks #1 in embedding similarity among candidates, making it the best available match. However, the MO standard explicitly covers 'billions to thousandths' (whole numbers and decimals), which is broader than 5.NBT.A.3.b's focus on decimals alone — the existing 4.NBT.A.2 tag partially captures the whole-number comparison aspect, suggesting this is a genuine many-to-one alignment where 5.NBT.A.3.b covers the decimal comparison portion."
MA,7.G.B.5,7.G.B.5,confirmed,99.0,7.G.B.5,"The lesson overlap is perfect (1.0) with all 3 lessons shared between the state standard and CCSS 7.G.B.5, and the text of both standards is nearly identical with a high embedding similarity of 0.85. No other candidate comes close."
LA,6.RP.A.1,6.RP.A.1,confirmed,99.0,6.RP.A.1,"The lesson overlap is perfect (1.0, with all 7 lessons shared), the state standard text is nearly identical to the CCSS text, and 6.RP.A.1 ranks first among all candidates. All evidence strongly supports this tag."
RI,3.NF.A.3.a,3.NF.A.3.a,confirmed,99.0,3.NF.A.3.a,"The tag has a perfect lesson overlap of 1.0 (all 6 lessons shared) and the highest embedding similarity score of 0.828, ranking first among all candidates. The state standard text is also nearly identical to the CCSS standard text, leaving no ambiguity."
ND,2.AR.OA.6,2.OA.C.3,confirmed,95.0,2.OA.C.3,"The state standard text is nearly identical in content to 2.OA.C.3 (identifying even/odd groups up to 20, expressing even numbers as sum of two equal parts), with the highest embedding similarity (0.794) and a 30.77% lesson overlap (4 of 4 state lessons shared). No other candidate comes close on either metric."
ND,6.GM.GF.3,6.G.A.4,confirmed,99.0,6.G.A.4,"The lesson overlap is perfect (1.0, with all 7 lessons shared), and the state standard text is nearly identical in content to 6.G.A.4, covering nets of rectangles and triangles for surface area in real-world contexts. The embedding similarity of 0.818 further corroborates this strong alignment."
MO,1.NBT.B.7,1.NBT.C.6,likely_incorrect,80.0,1.NBT.C.4,"The tag being evaluated (1.NBT.C.6) has only 18.18% lesson overlap and does not appear in the top-5 candidates, while 1.NBT.C.4 shows a perfect 100% lesson overlap (22/22 shared lessons) and is already an existing tag for this standard. The MO standard covers both adding AND subtracting multiples of 10 from two-digit numbers, which aligns more broadly with 1.NBT.C.4's scope; 1.NBT.C.6 only covers subtraction of multiples of 10 from multiples of 10 (more restrictive), making it a weaker match."
MS,2.NBT.1b,2.NBT.A.1.b,confirmed,99.0,2.NBT.A.1.b,"The state standard text is identical to the CCSS 2.NBT.A.1.b text, and the lesson overlap is perfect (1.0) with all 9 lessons shared, providing overwhelming evidence that this tag is correct."
RI,8.G.B.6.b,8.G.B.6,confirmed,98.0,8.G.B.6,"The lesson overlap is perfect (1.0) with all 3 lessons shared between the state standard and 8.G.B.6, and the state standard text directly aligns with explaining/justifying a proof of the Pythagorean Theorem and its converse. Both the content and curriculum evidence strongly confirm this tag."
NJ,5.NF.B.3,5.NF.B.3,confirmed,99.0,5.NF.B.3,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text is nearly identical to CCSS 5.NF.B.3. No other candidate comes close in lesson overlap."
ND,8.GM.AV.1,8.G.C.9,confirmed,99.0,8.G.C.9,"The tag 8.G.C.9 has a perfect lesson overlap of 1.0 (all 5 lessons shared), and the text of both standards is virtually identical in scope — applying formulas for volumes of cones, cylinders, and spheres to real-world problems. The next closest candidate (HSG.GMD.A.3) has zero lesson overlap despite higher embedding similarity."
MA,2.OA.C.3,2.OA.C.3,confirmed,99.0,2.OA.C.3,"The tag shows perfect lesson overlap (1.0, with all 13 lessons shared) and near-identical text with an embedding similarity of 0.909, making this an unambiguous match. The MA standard text is essentially verbatim identical to the CCSS 2.OA.C.3 standard."
NC,4.NBT.1,4.NBT.A.1,confirmed,85.0,4.NBT.A.1,"The lesson overlap data shows 100% overlap (1 shared lesson out of 1) between the state standard and 4.NBT.A.1, which is the strongest signal available. The state standard text also closely matches 4.NBT.A.1 in content, describing the same place value relationship for multi-digit whole numbers, making this tag well-supported despite the initial confusion in the overlap_pct field at the top."
WY,1.G.K.3,1.G.A.3,confirmed,99.0,1.G.A.3,"The state standard text is virtually identical to 1.G.A.3, and the lesson overlap is perfect (1.0) with all 4 lessons shared. Both the semantic similarity (0.845) and lesson overlap provide overwhelming evidence that this tag is correct."
LA,7.EE.B.3,7.EE.B.3,confirmed,99.0,7.EE.B.3,"The lesson overlap is perfect (1.0), with all 7 lessons shared between the state standard and 7.EE.B.3, and the state standard text is nearly identical to the CCSS text. This is unambiguous alignment."
MO,8.NS.A.2,8.NS.A.2,confirmed,99.0,8.NS.A.2,"The lesson overlap is perfect (1.0) with all 2 shared lessons, and the state standard text directly describes the same content as CCSS 8.NS.A.2 (estimating irrational numbers, comparing their size, and locating them on a number line). The embedding similarity of 0.74 is also the highest among all candidates."
WY,4.NF.F.2,4.NF.A.2,confirmed,99.0,4.NF.A.2,"The state standard text is virtually identical to CCSS 4.NF.A.2, and the lesson overlap is perfect (1.0) with all 5 lessons shared, making this an unambiguous match. The candidate ranks first in both lesson overlap and embedding similarity."
SD,5.NF.A.2.b,5.NF.A.2,confirmed,92.0,5.NF.A.2,"The state standard SD 5.NF.A.2.b text is a direct subset of CCSS 5.NF.A.2, sharing identical language about benchmark fractions and number sense. The lesson overlap of 66.67% (4 of 4 state lessons shared) is strong, and 5.NF.A.2 ranks first among all candidates with no competing alternative showing any lesson overlap."
MO,6.EEI.A.2.e,6.EE.A.2.c,likely_incorrect,62.0,6.EE.B.6,"The state standard 6.EEI.A.2.e focuses on understanding the meaning of a variable in context, which aligns more closely with 6.EE.B.6 (understanding variables as representing unknown or any number in a set) than with 6.EE.A.2.c (evaluating expressions and order of operations). While the lesson overlap for 6.EE.A.2.c is perfect (1.0), the tag doesn't appear in the top-5 candidates and the semantic content is mismatched; however, 6.EE.B.6 has only modest lesson overlap (0.077) and embedding similarity (0.445), leaving some uncertainty about the best alternative."
ME,1.6.RP.A.1,6.RP.A.1,confirmed,90.0,6.RP.A.1,"The state standard text is nearly identical to 6.RP.A.1, and while the tag being evaluated shows 0 lesson overlap (due to the state having 0 lessons in that row), the top-5 candidate data for the same CCSS standard shows a perfect lesson overlap of 1.0 (7/7 shared lessons) with the highest embedding similarity of 0.802. The zero overlap in the tag row appears to be a data artifact, not a true mismatch."
MO,5.NF.B.5,5.NF.B.5,likely_incorrect,88.0,5.NF.B.5.b,"The tag being evaluated (5.NF.B.5) has 0% lesson overlap and is not in the top-5 candidates, while the other existing tag 5.NF.B.5.b shows 100% lesson overlap (10/10 shared lessons), making it clearly the correct alignment for this state standard about justifying the reasonableness of products when multiplying with fractions."
WY,6.NS.D.6A,6.NS.C.6.a,confirmed,99.0,6.NS.C.6.a,"The lesson overlap is perfect (1.0) with all 3 lessons shared between the state standard and 6.NS.C.6.a, and the state standard text directly mirrors the content of 6.NS.C.6.a (opposite numbers, zero, number line locations). No other candidate comes close in lesson overlap."
KS,2.NBT.9,2.NBT.B.9,confirmed,99.0,2.NBT.B.9,"The tag shows perfect lesson overlap (1.0, all 10 lessons shared) and the highest embedding similarity (0.886) among all candidates, with nearly identical text between the state standard and CCSS 2.NBT.B.9. All evidence strongly confirms this alignment."
SC,4.NR.1.3,4.NBT.A.2,likely_correct,62.0,4.NBT.A.2,"4.NBT.A.2 is the only candidate with any lesson overlap (1 shared lesson, 16.67%), and it matches the grade level (4th grade) and content (comparing multi-digit whole numbers using > and < symbols). The state standard extends to ordering up to 3 numbers within 999,999, which CCSS 4.NBT.A.2 covers in spirit, though the top embedding similarity goes to 2.NBT.A.4 which has zero lesson overlap and is a lower grade standard."
SD,K.G.A.3,K.G.A.3,confirmed,99.0,K.G.A.3,"The tag is an exact text match to the CCSS standard K.G.A.3, and has a perfect lesson overlap score of 1.0 with all 2 lessons shared, making this an unambiguous alignment. It also ranks first in embedding similarity at 0.832, far above all other candidates."
WV,2.12,2.NBT.B.7,confirmed,97.0,2.NBT.B.7,"The state standard text is virtually identical to 2.NBT.B.7, and the lesson overlap data (corrected in the top-5 candidates section) shows 100% overlap with 40 shared lessons, making this an extremely strong match. The zero overlap shown in the tag evaluation section appears to be a data inconsistency, overridden by the top-5 candidate data showing perfect lesson alignment."
AL,5.M.18,5.MD.C.3.a,confirmed,88.0,5.MD.C.3.a,"The lesson overlap of 0.8333 (5 of 6 lessons shared) is the strongest signal and strongly supports this tag. The state standard's content about identifying volume, unit cubes, and measuring by counting unit cubes aligns well with 5.MD.C.3.a, and the high lesson overlap confirms this is a legitimate pairing alongside the other existing tags (5.MD.C.4 and 5.MD.C.3) that together cover the full scope of the state standard."
ME,3.7.SP.C.7,7.SP.C.7,confirmed,92.0,7.SP.C.7,"The text of the state standard 3.7.SP.C.7 is an exact verbatim match to CCSS 7.SP.C.7, and it ranks first in embedding similarity (0.894). While lesson overlap is 0% due to both sides having 0 lessons mapped, the textual identity strongly supports this tag as correct."
ID,8.EE.A.4,8.EE.A.4,confirmed,99.0,8.EE.A.4,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the state standard text is essentially identical to CCSS 8.EE.A.4. This is unambiguously the correct tag."
PA,2.1.7.D.1,7.RP.A.1,likely_incorrect,82.0,7.RP.A.3,"The tag being evaluated (7.RP.A.1) has 0% lesson overlap and does not appear in the top-5 candidates, making it poorly supported. By contrast, 7.RP.A.3 shows the strongest lesson overlap (70.27%, with 26 of 26 CCSS lessons shared), making it the best single match for this broad PA standard about analyzing and applying proportional relationships to real-world problems."
NJ,5.G.A.1,5.G.A.1,confirmed,99.0,5.G.A.1,"The state standard text is identical to CCSS 5.G.A.1, and the lesson overlap is perfect (1.0, all 3 lessons shared), making this an unambiguous match with maximum evidence strength."
AL,8.AF.13,8.F.A.1,confirmed,99.0,8.F.A.1,"The lesson overlap is perfect (1.0) with all 4 lessons shared between the state standard and 8.F.A.1, and the semantic similarity is the highest among all candidates (0.723). The state standard text directly mirrors the CCSS 8.F.A.1 definition of a function, both describing it as a rule assigning exactly one output to each input."
NY,2.MD.8a,2.MD.C.8,,,,"Unparseable response: Looking at this evidence:

1. **Lesson overlap**: The tag being evaluated shows 0 lessons for the state standard and 0 shared lessons. However, the top-5 candidates section shows that when 2.MD.8a has"
WI,4.NF.A.1.a,4.NF.A.1,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated (4.NF.A.1) shows 0.0 lesson overlap for the specific row being judged (state has 0 lessons, CCSS has 5, 0 shared). However, the"
AR,3.GM.6,3.MD.C.7.a,confirmed,85.0,3.MD.C.7.a,"The state standard AR 3.GM.6 directly matches the language and intent of 3.MD.C.7.a — both describe finding rectangle area using unit squares/tiling and showing equivalence with multiplying side lengths. The lesson overlap of 0.4 (4 shared lessons) is the highest among all candidates, and the standard ranks #1 in text similarity, supporting this tag as correct."
AZ,3.MD.B.4,3.MD.B.4,confirmed,99.0,3.MD.B.4,"The lesson overlap is perfect (1.0, all 3 lessons shared), and the state standard text is essentially identical to CCSS 3.MD.B.4 with only minor wording differences. No other candidate comes close in either lesson overlap or semantic similarity."
CO,4.NF.B.4.a,4.NF.B.4.a,confirmed,99.0,4.NF.B.4.a,"The lesson overlap is perfect (1.0 — the single state lesson is identical to the single CCSS lesson), and the state standard text ('Understand a fraction as a multiple of') is a clear truncation of 4.NF.B.4.a's text. No other candidate has any lesson overlap with this standard."
MO,6.GM.A.2.a,6.G.A.2,confirmed,85.0,6.G.A.2,"The lesson overlap between the state standard and 6.G.A.2 is perfect (1.0, with all 5 lessons shared), which is the strongest possible signal and outweighs the fact that 6.G.A.2 does not appear in the top-5 similarity candidates. The state standard's concept of 'filling a prism with multiple layers of the base' directly aligns with 6.G.A.2's packing-with-unit-cubes approach for right rectangular prisms, and the grade-level context (grade 6 with fractional edge lengths) matches 6.G.A.2 rather than the grade-5 candidates in the top-5 list."
PA,2.2.6.B.1,6.EE.A.3,confirmed,72.0,6.EE.A.3,"The lesson overlap data shows 6.EE.A.3 shares 8 lessons (32%) with the state standard, making it the strongest candidate by the primary signal. While the state has 0 lessons in the tag-being-evaluated's overlap calculation (likely a data inconsistency), the top-5 candidates table shows 0.32 overlap for 6.EE.A.3, which is the only non-zero overlap among all candidates and clearly supports this tag."
AR,1.NPV.8,1.G.A.3,confirmed,99.0,1.G.A.3,"The lesson overlap is perfect (1.0), with all 4 state lessons matching all 4 CCSS lessons, and the state standard text is nearly identical to 1.G.A.3. This is the top-ranked candidate with the highest embedding similarity (0.835), leaving no ambiguity."
MA,6.EE.C.9,6.EE.C.9,confirmed,99.0,6.EE.C.9,"The lesson overlap is perfect (1.0, all 4 lessons shared), the state standard text is nearly identical to the CCSS text, and the embedding similarity is high at 0.81. No other candidate comes close on any metric."
AZ,5.G.A.2,5.G.A.2,confirmed,99.0,5.G.A.2,"The tag shows perfect lesson overlap (1.0, all 15 lessons shared) and the highest embedding similarity (0.898) among all candidates, with nearly identical standard text. All evidence strongly supports this alignment."
OH,8.EE.8a,8.EE.C.8.a,confirmed,97.0,8.EE.C.8.a,"The state standard text is nearly identical to 8.EE.C.8.a, and the lesson overlap of 62.5% (5 of 5 state lessons shared) is strong. This is the top-ranked candidate by both embedding similarity (0.85) and lesson overlap, with no competing candidate coming close."
WV,2.8,2.NBT.A.3,confirmed,97.0,2.NBT.A.3,"The tag 2.NBT.A.3 is an exact textual match to the state standard (both describe reading and writing numbers to 1000 using base-ten numerals, number names, and expanded form), and the top-5 candidates show a perfect lesson overlap of 1.0 (5 of 5 lessons shared) with the highest embedding similarity score of 0.855. The zero overlap shown in the tag evaluation row appears to be a data artifact, as the candidate table clearly shows 5 shared lessons."
MA,3.NF.A.2.a,3.NF.A.2.a,confirmed,99.0,3.NF.A.2.a,"The lesson overlap is perfect (1.0, all 3 lessons shared), and the state standard text is essentially identical to CCSS 3.NF.A.2.a in content and structure. This is the top-ranked candidate by both embedding similarity and lesson overlap."
ND,1.NO.CC.1,1.NBT.A.1,confirmed,97.0,1.NBT.A.1,"The lesson overlap is perfect (1.0) with all 9 lessons shared between the state standard and 1.NBT.A.1, providing the strongest possible evidence of alignment. The semantic similarity is also among the top candidates, and the content match is clear — both standards address counting to 120 starting from any number."
SD,K.OA.A.2.b,K.OA.A.2,confirmed,99.0,K.OA.A.2,"The lesson overlap is perfect (1.0, with all 16 lessons shared), and the state standard text is nearly identical to K.OA.A.2's text (the state standard appears to be a sub-part of K.OA.A.2). No other candidate comes close in lesson overlap."
NY,8.G.1,8.G.A.1,likely_correct,72.0,8.G.A.1,"The state standard text is nearly identical to 8.G.A.1 ('Verify experimentally the properties of rotations, reflections, and translations'), and it ranks first with the highest embedding similarity (0.844). Lesson overlap is 0 for all candidates due to sparse lesson data, so text similarity is the primary signal here, and it strongly favors 8.G.A.1."
LA,8.EE.A.4,8.EE.A.4,confirmed,99.0,8.EE.A.4,"The lesson overlap is perfect (1.0, with all 6 lessons shared), the text is virtually identical between the state standard and the CCSS standard, and the embedding similarity score of 0.878 is by far the highest among all candidates. All evidence strongly supports this tag."
AR,1.CAR.5,1.OA.B,likely_incorrect,82.0,1.OA.B.4,"The tag being evaluated (1.OA.B, the cluster-level standard) has 0% lesson overlap and is not in the top-5 candidates, making it poorly supported. The state standard's focus on 'relationship between addition and subtraction using inverse operations' aligns most directly with 1.OA.B.4 ('Understand subtraction as an unknown-addend problem'), which has the highest embedding similarity (0.582) and some lesson overlap (14.3%). While 1.OA.B.3 has much stronger lesson overlap (85.7%), it focuses on properties of operations rather than the inverse relationship between addition and subtraction that the state standard explicitly emphasizes."
RI,K.CC.A.2,K.CC.A.2,confirmed,99.0,K.CC.A.2,"The state standard text is virtually identical to the CCSS standard text, and the lesson overlap is perfect (1.0) with all 14 lessons shared, making this an unambiguous match. K.CC.A.2 ranks first among all candidates by both embedding similarity and lesson overlap."
OH,7.RP.2c,7.RP.A.2.c,confirmed,99.0,7.RP.A.2.c,"The lesson overlap is perfect (1.0) with all 10 state lessons matching the 10 CCSS lessons for 7.RP.A.2.c, and the state standard text is essentially identical to the CCSS standard text, providing overwhelming evidence that this tag is correct."
IA,1.G.A.1,1.G.A.1,confirmed,99.0,1.G.A.1,"The tag has a perfect lesson overlap of 1.0 (all 5 state lessons match all 5 CCSS lessons), ranks first among candidates, and the state standard text is virtually identical to the CCSS 1.G.A.1 text, with an embedding similarity of 0.87."
MA,6.SP.B.5.a,6.SP.B.5.a,confirmed,99.0,6.SP.B.5.a,"Perfect lesson overlap (1.0) with all shared lessons matching, and the state standard text is identical to the CCSS standard text, making this an unambiguous match. The tag ranks first among all candidates with no competing alternatives showing any lesson overlap."
CO,6.NS.B.4,6.NS.B.4,confirmed,99.0,6.NS.B.4,"The lesson overlap is 1.0 (all 7 lessons shared), and the state standard text is nearly identical to the CCSS 6.NS.B.4 text. This is a clear, unambiguous match with maximum evidence support."
IN,4.NS.2,4.NF.A.1,likely_incorrect,65.0,3.NF.A.3.c,"The Indiana standard 4.NS.2 focuses on modeling mixed numbers, improper fractions, and equivalency between whole numbers and fractions as fractions — content most directly captured by 3.NF.A.3.c (which addresses expressing whole numbers as fractions and recognizing whole-number equivalents). 4.NF.A.1 is about equivalent fractions via multiplication (n×a)/(n×b), which doesn't align well with the core content of mixed numbers/improper fractions. While 4.NF.A.1 has modest lesson overlap (0.1786), 3.NF.A.3.c has higher lesson overlap (0.2143) and much stronger semantic similarity (0.658 vs 0.612), making it the better fit for the whole-number-as-fraction equivalency aspect of this standard."
MT,2.OA.3,2.OA.C.3,confirmed,99.0,2.OA.C.3,"The tag shows perfect lesson overlap (1.0, all 13 lessons shared) and near-identical text with an embedding similarity of 0.915, making this an unambiguous match. The state standard text is essentially identical to CCSS 2.OA.C.3 word-for-word."
ND,5.GM.M.3,5.MD.C.3.b,confirmed,85.0,5.MD.C.3.b,"The lesson overlap of 0.8333 (5 of 6 lessons shared) is strong, matching the same high overlap as 5.MD.C.3.a, and the state standard's language about 'counting unit cubes' and recognizing volume as an attribute directly aligns with 5.MD.C.3.b's definition of volume in terms of unit cube packing. The tag appears in the top-5 candidates and the content alignment is appropriate as part of a cluster of tags (3.a, 3.b, 4) covering this standard."
AR,7.NCC.5,7.NS.A.2.a,confirmed,95.0,7.NS.A.2.a,"The lesson overlap is perfect (1.0) with all 4 state lessons matching the 4 CCSS lessons for 7.NS.A.2.a, which is the strongest possible signal. The CCSS standard text also directly includes 'Interpret products of rational numbers by describing real-world contexts,' closely matching the state standard's language about interpreting products and quotients in real-world contexts."
KY,K.G.1.b,K.G.A.1,confirmed,90.0,K.G.A.1,"The state standard text directly matches the positional language in K.G.A.1 (above, below, in front of, behind, next to), and the top-5 candidates show K.G.A.1 ranked first with 100% lesson overlap (5/5 shared lessons). The lesson_overlap shown in the tag being evaluated shows 0 lessons, which appears to be a data inconsistency, but the candidate row for K.G.A.1 clearly shows full lesson overlap, strongly supporting this alignment."
SD,8.G.A.1.c,8.G.A.1.c,confirmed,99.0,8.G.A.1.c,"Perfect lesson overlap (1.0, all 6 lessons shared) combined with nearly identical text ('mapped to' vs 'taken to') and top rank in similarity candidates provides overwhelming evidence this tag is correct."
MS,5.NF.7b,5.NF.B.7.b,confirmed,99.0,5.NF.B.7.b,"The state standard text is nearly identical to CCSS 5.NF.B.7.b, and the lesson overlap is perfect (1.0) with all 5 lessons shared, making this an unambiguous match ranked #1 among candidates."
IN,5.M.2,5.NF.B.4.b,confirmed,99.0,5.NF.B.4.b,"The lesson overlap is perfect (1.0, 8/8 lessons shared), and the text of the state standard is nearly identical to 5.NF.B.4.b with only a minor wording difference ('modeling with' vs 'tiling it with'). No other candidate comes close in either lesson overlap or semantic similarity."
AK,3.MD.8,3.MD.C.7.a,likely_incorrect,72.0,3.MD.C.6,"The state standard text closely matches 3.MD.C.6 (which is about measuring areas by counting/tiling unit squares), and 3.MD.C.6 has a much stronger lesson overlap (0.625 vs 0.125). The tag being evaluated (3.MD.C.7.a) adds the concept of multiplying side lengths to find area, which is not present in the state standard text, and its low lesson overlap further confirms it is a weaker match."
AK,7.G.6,7.G.B.6,confirmed,99.0,7.G.B.6,"The state standard text is identical to CCSS 7.G.B.6, and the lesson overlap is perfect (1.0) with all 9 lessons shared, making this an unambiguous match."
AR,4.NPV.6,4.NF.C.7,confirmed,99.0,4.NF.C.7,"The lesson overlap is perfect (1.0, all 3 lessons shared), and the tag ranks #1 in similarity candidates with the highest embedding score (0.79). The text of both standards is nearly identical in scope and content, both focused on comparing decimals to hundredths using >, =, < symbols."
ND,7.AR.RP.2,6.EE.C.9,likely_incorrect,72.0,7.RP.A.2.d,"The state standard's text is nearly identical to 7.RP.A.2.d, which explicitly mentions proportional relationships and the points (0,0) and (1,r) where r is the unit rate — a direct textual match. While 6.EE.C.9 has a higher lesson overlap (0.3636 vs 0.2727), 7.RP.A.2.a has even stronger lesson overlap (0.5455) and the content focus of the state standard is clearly on proportional relationships (a 7.RP concept), not the more general dependent/independent variable relationship described by 6.EE.C.9."
ID,6.EE.A.4,6.EE.A.4,confirmed,99.0,6.EE.A.4,"The tag shows a perfect lesson overlap of 1.0 (all 8 lessons shared) and ranks #1 in similarity candidates with an embedding score of 0.83, and the state standard text is essentially identical to the CCSS standard text."
WY,8.EE.D.7C,8.EE.C.7.a,confirmed,88.0,8.EE.C.7.a,"The state standard's focus on generating linear equations with three types of solutions (one, infinitely many, or none) directly maps to 8.EE.C.7.a, which explicitly addresses equations with one solution, infinitely many solutions, or no solutions. The 50% lesson overlap (2 of 2 state lessons shared) is strong given the small lesson count, and 8.EE.C.7.a ranks first among all candidates on both similarity and lesson overlap."
WY,8.G.G.2,8.G.A.2,confirmed,99.0,8.G.A.2,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the state standard text is nearly identical to CCSS 8.G.A.2, differing only in adding 'through visual comparison.' No other candidate comes close in either lesson overlap or semantic similarity."
WY,4.NBT.E.4,4.NBT.B.4,confirmed,99.0,4.NBT.B.4,"The lesson overlap is perfect (1.0, with all 7 lessons shared), and the state standard text is nearly identical to 4.NBT.B.4, both addressing fluent addition and subtraction of multi-digit whole numbers using the standard algorithm. No other candidate comes close in lesson overlap."
AR,5.NPV.1,5.NBT.A.1,confirmed,99.0,5.NBT.A.1,"The lesson overlap is perfect (1.0, all 6 lessons shared), the text of the state standard is nearly identical to 5.NBT.A.1, and it ranks #1 in similarity candidates. All evidence strongly supports this tag."
NC,1.MD.2,1.MD.A.2,confirmed,95.0,1.MD.A.2,"The top-5 candidates show a 100% lesson overlap between this state standard and 1.MD.A.2 (9 shared lessons out of 9), and the text content is nearly identical — both describe expressing length as whole number units by iterating copies end-to-end with no gaps or overlaps. The zero lesson overlap shown in the tag evaluation section appears to be a data inconsistency (state showing 0 lessons there vs. 9 lessons in the candidates section), but the candidate comparison data strongly confirms this match."
